size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
4,"1,2,5,10","(1.500,0.000);(2.000,0.000);(2.000,0.500);(1.500,1.500)","0.18800,0.12500,0.25000,0.12500",0.0,1.75,0.5,1.75
4,"1,3,6,12","(1.500,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.500)","0.18800,0.18800,0.18800,0.12500",0.0,2.25,0.5,2.25
4,"1,8,10,11","(1.500,0.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.25000",0.0,1.75,1.0,1.75
4,"2,8,9,15","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",0.0,2.25,1.0,2.25
4,"3,8,9,14","(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500",0.0,2.25,1.0,2.25
4,"3,9,10,12","(2.500,0.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500",0.0,2.25,1.0,2.25
4,"4,11,13,14","(1.500,0.500);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",0.0,1.75,1.5,1.75
4,"4,5,8,13","(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,2.000)","0.12500,0.25000,0.12500,0.12500",0.0,1.75,1.0,1.75
4,"4,6,9,15","(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.18800",0.0,2.25,1.0,2.25
4,"6,12,13,15","(2.500,0.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.18800",0.0,2.25,1.5,2.25
4,"2,5,6,9","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.25000,0.18800,0.12500",81.6863466284061,2.25,0.5,0.75
4,"3,5,6,8","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.18800,0.25000,0.18800,0.12500",81.6863466284061,2.25,0.5,0.75
4,"8,11,12,15","(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",81.6863466284061,2.25,1.5,0.75
4,"9,11,12,14","(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",81.6863466284061,2.25,1.5,0.75
4,"10,11,12,15","(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",82.09819281358347,2.125,1.625,0.875
4,"12,13,14,15","(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",82.09819281358347,2.125,1.875,0.875
4,"3,4,5,6","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500)","0.18800,0.12500,0.25000,0.18800",82.09819281358347,2.125,0.375,0.875
4,"4,5,6,9","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.25000,0.18800,0.12500",82.09819281358347,2.125,0.625,0.875
4,"9,10,11,12","(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",82.09819281358347,2.125,1.375,0.875
4,"11,12,14,15","(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.18800",82.89063291031879,2.25,1.75,0.5
4,"2,3,5,6","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500)","0.12500,0.18800,0.25000,0.18800",82.89063291031879,2.25,0.25,0.5
4,"5,6,8,9","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.25000,0.18800,0.12500,0.12500",82.89063291031879,2.25,0.75,0.5
4,"8,9,11,12","(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",82.89063291031879,2.25,1.25,0.5
4,"10,12,14,15","(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",83.65427718031836,2.125,1.75,0.9375
4,"11,12,13,15","(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.18800",83.65427718031836,2.125,1.75,0.9375
4,"2,3,4,6","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500)","0.12500,0.18800,0.12500,0.18800",83.65427718031836,2.125,0.25,0.9375
4,"4,6,8,9","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.12500,0.12500",83.65427718031836,2.125,0.75,0.9375
4,"8,9,10,12","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.12500",83.65427718031836,2.125,1.25,0.9375
4,"10,11,12,14","(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",84.49251552978633,2.0,1.625,0.6875
4,"11,13,14,15","(2.000,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.18800",84.49251552978633,2.0,1.875,0.6875
4,"2,4,5,6","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500)","0.12500,0.12500,0.25000,0.18800",84.49251552978633,2.0,0.375,0.6875
4,"4,5,6,8","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.12500,0.25000,0.18800,0.12500",84.49251552978633,2.0,0.625,0.6875
4,"8,10,11,12","(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",84.49251552978633,2.0,1.375,0.6875
4,"3,5,6,9","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.18800,0.25000,0.18800,0.12500",84.78858866788241,2.375,0.5,0.6875
4,"6,8,9,12","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500",84.78858866788241,2.375,1.0,0.6875
4,"9,11,12,15","(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",84.78858866788241,2.375,1.5,0.6875
4,"2,3,6,8","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.000,1.000)","0.12500,0.18800,0.18800,0.12500",85.41422836006669,2.25,0.375,0.9375
4,"2,6,8,9","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.12500,0.12500",85.41422836006669,2.25,0.625,0.9375
4,"8,12,14,15","(2.000,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",85.41422836006669,2.25,1.625,0.9375
4,"8,9,12,14","(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500",85.41422836006669,2.25,1.375,0.9375
4,"10,11,14,15","(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",85.71916550789464,2.0,1.75,0.75
4,"11,12,13,14","(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.12500,0.12500,0.12500",85.71916550789464,2.0,1.75,0.75
4,"2,3,4,5","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500)","0.12500,0.18800,0.12500,0.25000",85.71916550789464,2.0,0.25,0.75
4,"4,5,8,9","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.25000,0.12500,0.12500",85.71916550789464,2.0,0.75,0.75
4,"8,9,10,11","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.12500,0.12500,0.25000",85.71916550789464,2.0,1.25,0.75
4,"2,3,6,9","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.000)","0.12500,0.18800,0.18800,0.12500",86.68718311035629,2.375,0.375,0.875
4,"5,6,9,12","(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500",86.68718311035629,2.375,0.875,0.875
4,"9,12,14,15","(2.500,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",86.68718311035629,2.375,1.625,0.875
4,"2,5,6,8","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.12500,0.25000,0.18800,0.12500",88.11005826876568,2.125,0.5,0.6875
4,"8,11,12,14","(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",88.11005826876568,2.125,1.5,0.6875
4,"4,8,9,12","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.12500,0.12500,0.12500",90.070193906622,2.125,1.0,1.1875
4,"6,8,9,10","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.12500,0.12500,0.12500",90.070193906622,2.125,1.0,1.1875
4,"9,11,12,13","(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.25000,0.12500,0.12500",90.070193906622,2.125,1.5,1.1875
4,"3,6,8,9","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.18800,0.12500,0.12500",90.5736595025747,2.375,0.625,0.875
4,"8,9,12,15","(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",90.5736595025747,2.375,1.375,0.875
4,"2,3,5,8","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.000,1.000)","0.12500,0.18800,0.25000,0.12500",91.14719546923916,2.125,0.375,0.875
4,"2,5,8,9","(2.000,0.000);(2.000,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.25000,0.12500,0.12500",91.14719546923916,2.125,0.625,0.875
4,"8,11,14,15","(2.000,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",91.14719546923916,2.125,1.625,0.875
4,"8,9,11,14","(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500",91.14719546923916,2.125,1.375,0.875
4,"4,8,9,11","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.12500,0.12500,0.25000",91.9939393186362,2.0,1.0,1.0
4,"5,8,9,10","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.25000,0.12500,0.12500,0.12500",91.9939393186362,2.0,1.0,1.0
4,"8,11,12,13","(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.25000,0.12500,0.12500",91.9939393186362,2.0,1.5,1.0
4,"3,4,6,9","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000)","0.18800,0.12500,0.18800,0.12500",92.03884727313846,2.25,0.5,1.25
4,"9,10,12,15","(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",92.03884727313846,2.25,1.5,1.25
4,"5,8,9,12","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.25000,0.12500,0.12500,0.12500",93.13676499183845,2.25,1.0,0.75
4,"4,9,11,12","(1.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",94.8320520675963,2.125,1.125,1.375
4,"5,6,9,10","(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.25000,0.18800,0.12500,0.12500",94.8320520675963,2.125,0.875,1.375
4,"8,9,12,13","(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.12500,0.12500",94.8320520675963,2.125,1.375,1.375
4,"2,3,5,9","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,1.000)","0.12500,0.18800,0.25000,0.12500",95.6066371964942,2.25,0.375,0.9375
4,"5,6,8,12","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500",95.6066371964942,2.25,0.875,0.9375
4,"9,11,14,15","(2.500,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",95.6066371964942,2.25,1.625,0.9375
4,"4,6,9,12","(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500",95.6157797958338,2.25,0.875,1.4375
4,"6,9,10,12","(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500",95.6157797958338,2.25,1.125,1.4375
4,"9,12,13,15","(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",95.6157797958338,2.25,1.625,1.4375
4,"3,6,9,12","(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.18800,0.18800,0.12500,0.12500",96.83899702052102,2.5,0.75,1.25
4,"4,8,11,12","(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",97.08644413207088,2.0,1.125,1.1875
4,"5,6,8,10","(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500)","0.25000,0.18800,0.12500,0.12500",97.08644413207088,2.0,0.875,1.1875
4,"8,9,11,13","(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500",97.08644413207088,2.0,1.375,1.1875
4,"2,6,9,12","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500",97.27985017515384,2.375,0.75,1.4375
4,"6,9,12,14","(2.500,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500",97.27985017515384,2.375,1.25,1.4375
4,"2,8,9,12","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.12500,0.12500,0.12500",97.37779936946686,2.25,0.875,1.4375
4,"6,8,9,14","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500",97.37779936946686,2.25,1.125,1.4375
4,"3,5,6,12","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500)","0.18800,0.25000,0.18800,0.12500",97.4118362855876,2.375,0.625,1.375
4,"4,7,8,11","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000",102.71326721477145,1.75,1.0,0.75
4,"5,7,8,10","(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500)","0.25000,0.18800,0.12500,0.12500",102.71326721477145,1.75,1.0,0.75
4,"8,10,11,13","(2.000,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500",102.71326721477145,1.75,1.5,0.75
4,"1,2,4,5","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.000,0.500)","0.18800,0.12500,0.12500,0.25000",103.32596363351169,1.75,0.25,0.5
4,"10,11,13,14","(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",103.32596363351169,1.75,1.75,0.5
4,"4,5,7,8","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000)","0.12500,0.25000,0.18800,0.12500",103.32596363351169,1.75,0.75,0.5
4,"7,8,10,11","(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.25000",103.32596363351169,1.75,1.25,0.5
4,"2,8,9,11","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.12500,0.12500,0.25000",103.48397462981117,2.125,0.875,1.375
4,"5,8,9,14","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.25000,0.12500,0.12500,0.12500",103.48397462981117,2.125,1.125,1.375
4,"2,3,6,12","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500",104.489015356233,2.375,0.5,1.6875
4,"2,9,11,12","(2.000,0.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",104.665445496752,2.25,1.0,1.75
4,"5,6,9,14","(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500",104.665445496752,2.25,1.0,1.75
4,"3,6,9,10","(2.500,0.000);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.18800,0.18800,0.12500,0.12500",106.6053135994697,2.25,0.75,2.0
4,"4,9,12,15","(1.500,0.500);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",106.6053135994697,2.25,1.25,2.0
4,"6,9,12,13","(2.500,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500",106.6053135994697,2.25,1.25,2.0
4,"3,5,6,10","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500)","0.18800,0.25000,0.18800,0.12500",106.7844702678372,2.125,0.625,1.875
4,"4,11,12,15","(1.500,0.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",106.7844702678372,2.125,1.375,1.875
4,"6,8,9,13","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500",106.7844702678372,2.125,1.125,1.875
4,"2,5,6,12","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500",106.95697709891078,2.25,0.625,1.4375
4,"4,5,8,10","(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500)","0.12500,0.25000,0.12500,0.12500",107.55303986591153,1.75,0.875,0.9375
4,"4,8,10,11","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.12500,0.12500,0.25000",107.55303986591153,1.75,1.125,0.9375
4,"7,8,11,13","(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500",107.55303986591153,1.75,1.375,0.9375
4,"2,4,6,9","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.12500,0.18800,0.12500",107.61465219628498,2.125,0.5,1.1875
4,"3,4,5,9","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000)","0.18800,0.12500,0.25000,0.12500",107.61465219628498,2.125,0.5,1.1875
4,"3,4,6,8","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000)","0.18800,0.12500,0.18800,0.12500",107.61465219628498,2.125,0.5,1.1875
4,"8,10,12,15","(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",107.61465219628498,2.125,1.5,1.1875
4,"9,10,11,15","(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.18800",107.61465219628498,2.125,1.5,1.1875
4,"9,10,12,14","(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500",107.61465219628498,2.125,1.5,1.1875
4,"2,4,5,8","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000)","0.12500,0.12500,0.25000,0.12500",107.75306168629939,1.875,0.5,0.6875
4,"8,10,11,14","(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500",107.75306168629939,1.875,1.5,0.6875
4,"4,5,9,12","(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.12500,0.12500",109.32907242534763,2.125,0.875,1.375
4,"4,6,8,12","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500",109.32907242534763,2.125,0.875,1.375
4,"4,6,9,11","(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000",109.32907242534763,2.125,0.875,1.375
4,"5,9,10,12","(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.12500,0.12500,0.12500",109.32907242534763,2.125,1.125,1.375
4,"6,8,10,12","(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500",109.32907242534763,2.125,1.125,1.375
4,"6,9,10,11","(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.25000",109.32907242534763,2.125,1.125,1.375
4,"8,12,13,15","(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",109.32907242534763,2.125,1.625,1.375
4,"9,11,13,15","(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.18800",109.32907242534763,2.125,1.625,1.375
4,"9,12,13,14","(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500",109.32907242534763,2.125,1.625,1.375
4,"1,2,5,8","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.000,1.000)","0.18800,0.12500,0.25000,0.12500",109.94597033481772,1.875,0.375,0.875
4,"2,5,7,8","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.000)","0.12500,0.25000,0.18800,0.12500",109.94597033481772,1.875,0.625,0.875
4,"7,8,11,14","(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500",109.94597033481772,1.875,1.375,0.875
4,"8,11,13,14","(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",109.94597033481772,1.875,1.625,0.875
4,"2,5,6,10","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500",110.2103556530074,2.0,0.625,1.6875
4,"4,11,12,14","(1.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500",110.2103556530074,2.0,1.375,1.6875
4,"5,8,9,13","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,2.000)","0.25000,0.12500,0.12500,0.12500",110.2103556530074,2.0,1.125,1.6875
4,"1,2,3,4","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,0.500)","0.18800,0.12500,0.18800,0.12500",111.13761609169147,1.875,0.125,0.875
4,"10,11,12,13","(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.25000,0.12500,0.12500",111.13761609169147,1.875,1.625,0.875
4,"10,13,14,15","(1.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",111.13761609169147,1.875,1.875,0.875
4,"4,5,8,11","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,1.500)","0.12500,0.25000,0.12500,0.25000",111.13761609169147,1.875,0.875,0.875
4,"4,7,8,9","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.12500,0.12500",111.13761609169147,1.875,0.875,0.875
4,"5,8,10,11","(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.25000,0.12500,0.12500,0.25000",111.13761609169147,1.875,1.125,0.875
4,"7,8,9,10","(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.12500,0.12500,0.12500",111.13761609169147,1.875,1.125,0.875
4,"2,8,11,12","(2.000,0.000);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.25000,0.12500",111.26522973019031,2.125,1.0,1.6875
4,"5,6,8,14","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500",111.26522973019031,2.125,1.0,1.6875
4,"4,7,8,10","(1.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500)","0.12500,0.18800,0.12500,0.12500",113.13758600895369,1.625,1.0,0.6875
4,"7,10,11,13","(1.500,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500",113.13758600895369,1.625,1.5,0.6875
4,"2,3,6,10","(2.000,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.500)","0.12500,0.18800,0.18800,0.12500",113.67046657575487,2.125,0.5,2.1875
4,"4,12,14,15","(1.500,0.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",113.67046657575487,2.125,1.5,2.1875
4,"5,6,9,13","(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500",113.67046657575487,2.125,1.0,2.1875
4,"2,3,5,12","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,1.500)","0.12500,0.18800,0.25000,0.12500",114.36088527976851,2.25,0.5,1.75
4,"2,9,12,15","(2.000,0.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.18800",114.4269198643953,2.375,1.125,2.375
4,"3,6,9,14","(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500",114.4269198643953,2.375,0.875,2.375
4,"2,5,9,12","(2.000,0.000);(2.000,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.12500,0.12500",114.42691986439532,2.25,0.75,1.5
4,"2,6,8,12","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500",114.42691986439532,2.25,0.75,1.5
4,"2,6,9,11","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000",114.42691986439532,2.25,0.75,1.5
4,"5,9,12,14","(2.000,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.25000,0.12500,0.12500,0.12500",114.42691986439532,2.25,1.25,1.5
4,"6,8,12,14","(2.500,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500",114.42691986439532,2.25,1.25,1.5
4,"6,9,11,14","(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500",114.42691986439532,2.25,1.25,1.5
4,"7,8,11,12","(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.25000,0.12500",115.76957500071542,2.0,1.25,0.75
4,"4,5,8,12","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.500)","0.12500,0.25000,0.12500,0.12500",116.72828791378495,2.0,0.875,1.1875
4,"4,5,9,11","(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.12500,0.25000",116.72828791378495,2.0,0.875,1.1875
4,"4,6,8,11","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000",116.72828791378495,2.0,0.875,1.1875
4,"5,8,10,12","(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.12500,0.12500,0.12500",116.72828791378495,2.0,1.125,1.1875
4,"5,9,10,11","(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.25000,0.12500,0.12500,0.25000",116.72828791378495,2.0,1.125,1.1875
