size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
5,"3,4,5,8,10","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500)","0.18800,0.12500,0.25000,0.12500,0.12500",154.03451857754527,1.9,0.7,2.0
5,"4,7,11,12,14","(1.500,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500",154.03451857754527,1.9,1.3,2.0
5,"4,8,10,11,15","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.18800",154.03451857754527,1.9,1.3,2.0
5,"4,8,10,12,14","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",154.03451857754527,1.9,1.3,2.0
5,"4,8,11,12,13","(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",154.03451857754527,1.9,1.3,2.0
5,"4,8,9,11,13","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500",154.03451857754527,1.9,1.2,2.0
5,"4,9,10,11,14","(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500",154.03451857754527,1.9,1.3,2.0
5,"5,7,8,12,13","(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",154.03451857754527,1.9,1.2,2.0
5,"5,7,9,11,13","(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.25000,0.18800,0.12500,0.25000,0.12500",154.03451857754527,1.9,1.2,2.0
5,"5,8,9,10,13","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.12500",154.03451857754527,1.9,1.2,2.0
5,"6,7,8,11,13","(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500",154.03451857754527,1.9,1.2,2.0
5,"6,8,9,11,12","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.25000,0.12500",154.0345185775453,2.3,1.1,1.0
5,"2,6,8,9,15","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",154.18979875229107,2.3,0.9,2.5
5,"3,8,9,12,14","(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",154.18979875229107,2.3,1.1,2.5
5,"2,5,7,8,10","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",154.45226516821577,1.8,0.8,1.6
5,"4,5,6,7,10","(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.18800,0.12500",154.45226516821577,1.8,0.8,1.6
5,"4,7,10,11,12","(1.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500",154.45226516821577,1.8,1.2,1.6
5,"4,7,8,11,14","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500",154.45226516821577,1.8,1.2,1.6
5,"5,8,10,11,13","(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.25000,0.12500,0.12500,0.25000,0.12500",154.45226516821577,1.8,1.3,1.6
5,"7,8,9,10,13","(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",154.45226516821577,1.8,1.3,1.6
5,"2,10,11,12,14","(2.000,0.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",155.03470813073142,2.0,1.3,2.8
5,"2,4,5,6,14","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.18800,0.12500",155.03470813073142,2.0,0.7,2.8
5,"2,10,11,12,15","(2.000,0.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",155.1417757060122,2.1,1.3,3.0
5,"2,3,5,8,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.000,1.000);(2.000,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500",155.1417757060122,2.1,0.7,3.0
5,"2,8,11,14,15","(2.000,0.000);(2.000,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",155.1417757060122,2.1,1.3,3.0
5,"3,4,5,6,14","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500",155.1417757060122,2.1,0.7,3.0
5,"2,6,11,12,15","(2.000,0.000);(2.500,0.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.25000,0.12500,0.18800",155.56440143520868,2.3,1.1,3.0
5,"3,5,6,12,14","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500",155.5644014352087,2.3,0.9,3.0000000000000004
5,"1,4,5,8,10","(1.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500)","0.18800,0.12500,0.25000,0.12500,0.12500",155.8651523548241,1.7,0.7,1.6
5,"2,4,5,7,10","(2.000,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(1.500,1.500)","0.12500,0.12500,0.25000,0.18800,0.12500",155.8651523548241,1.7,0.7,1.6
5,"4,7,10,11,14","(1.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500",155.8651523548241,1.7,1.3,1.6
5,"4,7,8,11,13","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500",155.8651523548241,1.7,1.2,1.6
5,"4,8,10,11,13","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500",155.8651523548241,1.7,1.3,1.6
5,"5,7,8,10,13","(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",155.8651523548241,1.7,1.2,1.6
5,"2,6,9,12,13","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",156.19510329463003,2.2,1.0,3.3
5,"3,5,9,12,13","(2.500,0.000);(2.000,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.25000,0.12500,0.12500,0.12500",156.19510329463003,2.2,1.0,3.3
5,"3,6,8,12,13","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",156.19510329463003,2.2,1.0,3.3
5,"3,6,9,11,13","(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500",156.19510329463003,2.2,1.0,3.3
5,"3,5,6,12,13","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500);(1.500,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500",156.3019993783251,2.2,0.9,3.5000000000000004
5,"1,5,6,9,10","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",156.37182350172586,2.0,0.7,2.3000000000000003
5,"2,4,6,9,10","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.12500,0.12500,0.18800,0.12500,0.12500",156.37182350172586,2.0,0.7,2.3
5,"3,4,5,9,10","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500)","0.18800,0.12500,0.25000,0.12500,0.12500",156.37182350172586,2.0,0.7,2.3000000000000003
5,"3,4,6,8,10","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500)","0.18800,0.12500,0.18800,0.12500,0.12500",156.37182350172586,2.0,0.7,2.3000000000000003
5,"3,5,6,7,10","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500)","0.18800,0.25000,0.18800,0.18800,0.12500",156.37182350172586,2.0,0.7,2.3000000000000003
5,"4,7,11,12,15","(1.500,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.25000,0.12500,0.18800",156.37182350172586,2.0,1.3,2.3000000000000003
5,"4,8,10,12,15","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",156.37182350172586,2.0,1.3,2.3000000000000003
5,"4,8,9,12,13","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",156.37182350172586,2.0,1.2,2.3000000000000003
5,"4,9,10,11,15","(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.18800",156.37182350172586,2.0,1.3,2.3000000000000003
5,"4,9,10,12,14","(1.500,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",156.37182350172586,2.0,1.3,2.3
5,"4,9,11,12,13","(1.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",156.37182350172586,2.0,1.3,2.3000000000000003
5,"5,7,9,12,13","(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",156.37182350172586,2.0,1.2,2.3
5,"6,7,8,12,13","(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",156.37182350172586,2.0,1.2,2.3000000000000003
5,"6,7,9,11,13","(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500",156.37182350172586,2.0,1.2,2.3000000000000003
5,"6,8,9,10,13","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",156.37182350172586,2.0,1.2,2.3000000000000003
5,"2,3,4,8,9","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.12500,0.12500,0.12500",156.46604036433536,2.1,0.5,1.7
5,"8,9,10,14,15","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",156.46604036433536,2.1,1.5,1.7
5,"2,4,5,6,13","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.18800,0.12500",156.68058600392737,1.9,0.7,3.0
5,"1,2,5,8,10","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.000,1.000);(1.500,1.500)","0.18800,0.12500,0.25000,0.12500,0.12500",157.25025440938302,1.8,0.6,2.0
5,"1,4,5,6,10","(1.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500",157.25025440938302,1.8,0.6,2.0
5,"4,10,11,12,13","(1.500,0.500);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",157.25025440938302,1.8,1.4,2.0
5,"4,5,8,11,13","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500",157.25025440938302,1.8,1.1,2.0
5,"4,7,8,9,13","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",157.25025440938302,1.8,1.1,2.0
5,"4,8,11,13,14","(1.500,0.500);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",157.25025440938302,1.8,1.4,2.0
5,"2,5,9,12,15","(2.000,0.000);(2.000,0.500);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",157.51599563934238,2.3,1.0,2.8
5,"2,6,8,12,15","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",157.51599563934238,2.3,1.0,2.8
5,"2,6,9,11,15","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.25000,0.18800",157.51599563934238,2.3,1.0,2.8
5,"2,6,9,12,14","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",157.51599563934238,2.3,1.0,2.8
5,"3,5,9,12,14","(2.500,0.000);(2.000,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.25000,0.12500,0.12500,0.12500",157.51599563934238,2.3,1.0,2.8
5,"3,6,8,12,14","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",157.51599563934238,2.3,1.0,2.8
5,"3,6,9,11,14","(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.25000,0.12500",157.51599563934238,2.3,1.0,2.8
5,"2,3,5,8,13","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.000,1.000);(1.500,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500",157.53860826513636,2.0,0.7,3.3000000000000003
5,"3,4,5,6,13","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500",157.53860826513636,2.0,0.7,3.3000000000000003
5,"2,5,6,11,12","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.500);(2.500,1.500)","0.12500,0.25000,0.18800,0.25000,0.12500",157.87131637999582,2.2,0.8,2.1
5,"2,6,7,9,12","(2.000,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",157.87131637999582,2.2,0.8,2.1
5,"5,6,11,12,14","(2.000,0.500);(2.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.25000,0.18800,0.25000,0.12500,0.12500",157.87131637999582,2.2,1.2,2.1
5,"6,7,9,12,14","(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",157.87131637999582,2.2,1.2,2.1
5,"2,3,8,9,12","(2.000,0.000);(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",158.13942289888664,2.3,0.7,2.1
5,"6,8,9,14,15","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.18800",158.13942289888664,2.3,1.3,2.1
5,"4,5,8,10,11","(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.25000,0.12500,0.12500,0.25000",158.9829329292437,1.8,1.0,1.3
5,"4,7,8,9,10","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",158.9829329292437,1.8,1.0,1.3
5,"7,10,11,12,13","(1.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",158.9829329292437,1.8,1.5,1.3
5,"7,8,11,13,14","(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",158.9829329292437,1.8,1.5,1.3
5,"2,4,5,8,13","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",159.13115855888094,1.8,0.8,2.6
5,"2,4,5,8,14","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",159.99952221449215,1.9,0.8,2.5
5,"2,8,10,11,14","(2.000,0.000);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500",159.99952221449215,1.9,1.2,2.5
5,"1,2,4,5,12","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.25000,0.12500",160.00070854801484,1.9,0.5,2.2
5,"4,5,7,9,11","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.18800,0.12500,0.25000",160.05521148870085,1.9,0.9,1.4
5,"4,6,7,8,11","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500)","0.12500,0.18800,0.18800,0.12500,0.25000",160.05521148870085,1.9,0.9,1.4
5,"5,7,8,10,12","(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",160.05521148870088,1.9,1.1,1.4
5,"5,7,9,10,11","(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.25000,0.18800,0.12500,0.12500,0.25000",160.05521148870088,1.9,1.1,1.4
5,"6,7,8,10,11","(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.12500,0.12500,0.25000",160.05521148870088,1.9,1.1,1.4
5,"7,11,12,13,14","(1.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.18800,0.25000,0.12500,0.12500,0.12500",160.05521148870088,1.9,1.6,1.4
5,"8,10,11,13,15","(2.000,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",160.05521148870088,1.9,1.6,1.4
5,"8,10,12,13,14","(2.000,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",160.05521148870088,1.9,1.6,1.4
5,"5,7,8,11,12","(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.25000,0.12500",160.14746914009956,2.0,1.1,1.2
5,"4,6,7,8,12","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",160.41208810220218,2.0,0.9,1.7
5,"5,7,9,10,12","(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",160.41208810220218,2.0,1.1,1.7
5,"6,7,8,10,12","(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",160.41208810220218,2.0,1.1,1.7
5,"6,7,9,10,11","(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.12500,0.12500,0.25000",160.41208810220218,2.0,1.1,1.7
5,"7,11,12,13,15","(1.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.18800,0.25000,0.12500,0.12500,0.18800",160.41208810220218,2.0,1.6,1.7
5,"8,10,12,13,15","(2.000,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",160.41208810220218,2.0,1.6,1.7
5,"9,10,11,13,15","(2.500,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",160.41208810220218,2.0,1.6,1.7
5,"9,10,12,13,14","(2.500,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",160.41208810220218,2.0,1.6,1.7
5,"4,5,7,9,12","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",160.41208810220223,2.0,0.9,1.7000000000000002
5,"4,6,7,9,11","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.18800,0.12500,0.25000",160.41208810220223,2.0,0.9,1.7000000000000002
5,"2,9,10,12,15","(2.000,0.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",160.4695781182419,2.2,1.2,3.1
5,"3,4,6,9,14","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.000,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500",160.4695781182419,2.2,0.8,3.1
5,"2,3,8,9,14","(2.000,0.000);(2.500,0.000);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",160.46957811824194,2.2,0.8,3.1
5,"2,8,9,14,15","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",160.46957811824194,2.2,1.2,3.1
5,"2,5,6,10,12","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",160.54627110733955,2.1,0.8,2.5
5,"3,5,6,10,11","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500);(2.000,1.500)","0.18800,0.25000,0.18800,0.12500,0.25000",160.54627110733955,2.1,0.8,2.5
5,"3,6,7,9,10","(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.18800,0.18800,0.12500,0.12500",160.54627110733955,2.1,0.8,2.5
5,"4,5,11,12,15","(1.500,0.500);(2.000,0.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.25000,0.25000,0.12500,0.18800",160.54627110733955,2.1,1.2,2.5
5,"4,6,11,12,14","(1.500,0.500);(2.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.12500,0.12500",160.54627110733955,2.1,1.2,2.5
5,"4,7,9,12,15","(1.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.18800",160.54627110733955,2.1,1.2,2.5
5,"5,8,9,13,15","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",160.54627110733955,2.1,1.3,2.5
5,"6,8,9,13,14","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,2.000);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",160.54627110733955,2.1,1.3,2.5
5,"6,9,10,12,13","(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",160.54627110733955,2.1,1.3,2.5
5,"2,3,8,9,13","(2.000,0.000);(2.500,0.000);(2.000,1.000);(2.500,1.000);(1.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500",161.44681817736196,2.1,0.8,3.5
5,"3,4,6,9,13","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000);(1.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500",161.44681817736196,2.1,0.8,3.5
5,"4,5,7,9,10","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",161.44681817736196,1.8,0.9,1.5
5,"4,6,7,8,10","(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",161.44681817736196,1.8,0.9,1.5
5,"4,7,8,10,12","(1.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",161.44681817736196,1.8,1.1,1.5
5,"4,7,9,10,11","(1.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.12500,0.12500,0.25000",161.44681817736196,1.8,1.1,1.5
5,"7,8,10,12,13","(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",161.44681817736196,1.8,1.4,1.5
5,"7,9,10,11,13","(1.500,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500",161.44681817736196,1.8,1.4,1.5
5,"1,3,5,6,9","(1.500,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.18800,0.18800,0.25000,0.18800,0.12500",161.446818177362,2.2,0.4,1.5000000000000002
5,"5,6,7,9,12","(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500)","0.25000,0.18800,0.18800,0.12500,0.12500",161.446818177362,2.2,0.9,1.5
5,"2,4,8,9,11","(2.000,0.000);(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.12500,0.12500,0.12500,0.25000",161.6291952113651,2.0,0.8,1.8
5,"2,5,7,8,12","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",161.6291952113651,2.0,0.8,1.8
5,"2,5,7,9,11","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.18800,0.12500,0.25000",161.6291952113651,2.0,0.8,1.8
5,"2,6,7,8,11","(2.000,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500)","0.12500,0.18800,0.18800,0.12500,0.25000",161.6291952113651,2.0,0.8,1.8
5,"5,7,8,12,14","(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",161.6291952113651,2.0,1.2,1.8
