size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
5,"10,11,12,14,15","(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",96.93335648351635,2.1,1.7,1.0
5,"11,12,13,14,15","(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.18800",96.93335648351635,2.1,1.8,1.0
5,"4,5,6,8,9","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.25000,0.18800,0.12500,0.12500",96.93335648351635,2.1,0.7,1.0
5,"8,9,10,11,12","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.25000,0.12500",96.93335648351635,2.1,1.3,1.0
5,"2,3,4,5,6","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500)","0.12500,0.18800,0.12500,0.25000,0.18800",96.93335648351636,2.1,0.3,1.0
5,"8,11,12,14,15","(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",100.38527658963201,2.2,1.6,1.0
5,"8,9,11,12,14","(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",100.38527658963201,2.2,1.4,1.0
5,"2,3,5,6,8","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.12500,0.18800,0.25000,0.18800,0.12500",100.38527658963204,2.2,0.4,1.0
5,"2,5,6,8,9","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.25000,0.18800,0.12500,0.12500",100.38527658963204,2.2,0.6,1.0
5,"4,8,9,11,12","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.25000,0.12500",103.61329113789846,2.1,1.1,1.4
5,"5,6,8,9,10","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",103.61329113789846,2.1,0.9,1.4
5,"8,9,11,12,13","(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",103.61329113789846,2.1,1.4,1.4
5,"9,11,12,14,15","(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",104.86672330450641,2.3,1.6,1.0
5,"2,3,5,6,9","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.18800,0.25000,0.18800,0.12500",104.86672330450644,2.3,0.4,1.0
5,"5,6,8,9,12","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",104.86672330450644,2.3,0.9,1.0
5,"3,4,5,6,9","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.18800,0.12500,0.25000,0.18800,0.12500",106.35600129340443,2.2,0.5,1.3
5,"9,10,11,12,15","(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",106.35600129340443,2.2,1.5,1.3
5,"4,6,8,9,12","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",108.30181805868902,2.2,0.9,1.5000000000000002
5,"6,8,9,10,12","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.12500,0.12500",108.30181805868904,2.2,1.1,1.5
5,"9,11,12,13,15","(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",108.30181805868904,2.2,1.6,1.5
5,"2,6,8,9,12","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",112.25447821520132,2.3,0.8,1.6
5,"6,8,9,12,14","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",112.25447821520132,2.3,1.2,1.6
5,"2,8,9,11,12","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.25000,0.12500",113.23309532433015,2.2,1.0,1.8
5,"5,6,8,9,14","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",113.23309532433015,2.2,1.0,1.8
5,"3,5,6,9,12","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",114.99242414829526,2.4,0.7,1.5
5,"3,5,6,8,9","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.25000,0.18800,0.12500,0.12500",115.04504824874567,2.3,0.6,1.0
5,"8,9,11,12,15","(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",115.04504824874567,2.3,1.4,1.0
5,"2,3,5,6,12","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.500)","0.12500,0.18800,0.25000,0.18800,0.12500",115.13986707271901,2.3,0.5,1.8
5,"3,5,6,9,10","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",117.39666124147423,2.2,0.7,2.1
5,"4,9,11,12,15","(1.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",117.39666124147423,2.2,1.3,2.1
5,"6,8,9,12,13","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500",117.39666124147423,2.2,1.2,2.1
5,"4,6,8,9,11","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.12500,0.25000",117.52799499233657,2.1,0.9,1.4
5,"4,5,8,9,12","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.12500,0.12500,0.12500",117.52799499233659,2.1,0.9,1.4
5,"5,8,9,10,12","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.12500,0.12500,0.12500,0.12500",117.52799499233659,2.1,1.1,1.4
5,"6,8,9,10,11","(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.12500,0.25000",117.52799499233659,2.1,1.1,1.4
5,"8,11,12,13,15","(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",117.52799499233659,2.1,1.6,1.4
5,"9,11,12,13,14","(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",117.52799499233659,2.1,1.6,1.4
5,"2,4,5,6,9","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.12500,0.25000,0.18800,0.12500",117.80972450961723,2.1,0.5,1.2
5,"3,4,5,6,8","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.18800,0.12500,0.25000,0.18800,0.12500",117.80972450961723,2.1,0.5,1.2
5,"8,10,11,12,15","(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",117.80972450961723,2.1,1.5,1.2
5,"9,10,11,12,14","(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",117.80972450961723,2.1,1.5,1.2
5,"2,3,4,6,9","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.500,1.000)","0.12500,0.18800,0.12500,0.18800,0.12500",119.20165002302643,2.2,0.4,1.5
5,"3,4,6,8,9","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.12500,0.18800,0.12500,0.12500",119.20165002302643,2.2,0.6,1.5
5,"8,9,10,12,15","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",119.20165002302645,2.2,1.4,1.5
5,"9,10,12,14,15","(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",119.20165002302645,2.2,1.6,1.5
5,"4,5,6,9,12","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",119.38403555415623,2.2,0.8,1.6
5,"6,9,10,11,12","(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.25000,0.12500",119.38403555415623,2.2,1.2,1.6
5,"9,12,13,14,15","(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",119.38403555415623,2.2,1.7,1.6
5,"4,5,8,9,11","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.12500,0.12500,0.25000",119.75215721812859,2.0,0.9,1.2
5,"5,8,9,10,11","(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.25000,0.12500,0.12500,0.12500,0.25000",119.7521572181286,2.0,1.1,1.2
5,"8,11,12,13,14","(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",119.7521572181286,2.0,1.6,1.2
5,"2,3,5,6,10","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.500)","0.12500,0.18800,0.25000,0.18800,0.12500",119.90917202859303,2.1,0.5,2.2
5,"4,11,12,14,15","(1.500,0.500);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",119.90917202859303,2.1,1.5,2.2
5,"5,6,8,9,13","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",119.90917202859303,2.1,1.0,2.2
5,"4,6,9,11,12","(1.500,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500",120.73693295831781,2.2,1.0,1.8
5,"5,6,9,10,12","(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",120.73693295831781,2.2,1.0,1.8
5,"8,9,12,13,15","(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",120.73693295831781,2.2,1.5,1.8
5,"2,4,5,6,8","(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000)","0.12500,0.12500,0.25000,0.18800,0.12500",122.7184630308513,2.0,0.5,1.0
5,"8,10,11,12,14","(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",122.7184630308513,2.0,1.5,1.0
5,"2,5,8,9,12","(2.000,0.000);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.12500,0.12500,0.12500",122.90531017357887,2.2,0.8,1.6
5,"2,6,8,9,11","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.12500,0.25000",122.90531017357887,2.2,0.8,1.6
5,"5,8,9,12,14","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.25000,0.12500,0.12500,0.12500,0.12500",122.90531017357887,2.2,1.2,1.6
5,"6,8,9,11,14","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500",122.90531017357887,2.2,1.2,1.6
5,"2,5,6,9,12","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",123.97246653561696,2.3,0.7,1.6
5,"6,9,11,12,14","(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",123.97246653561696,2.3,1.3,1.6
5,"3,6,8,9,10","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",124.0660002770484,2.2,0.8,2.1
5,"4,8,9,12,15","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",124.0660002770484,2.2,1.2,2.1
5,"6,9,11,12,13","(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",124.0660002770484,2.2,1.3,2.1
5,"2,5,6,9,10","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",124.70443358920085,2.1,0.7,2.0
5,"3,5,6,8,10","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",124.70443358920085,2.1,0.7,2.0
5,"4,8,11,12,15","(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",124.70443358920085,2.1,1.3,2.0
5,"4,9,11,12,14","(1.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",124.70443358920085,2.1,1.3,2.0
5,"5,8,9,12,13","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.25000,0.12500,0.12500,0.12500,0.12500",124.70443358920085,2.1,1.2,2.0
5,"6,8,9,11,13","(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500",124.70443358920085,2.1,1.2,2.0
5,"2,5,8,9,11","(2.000,0.000);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.12500,0.12500,0.25000",125.81455036036682,2.1,0.8,1.5
5,"5,8,9,11,14","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.25000,0.12500,0.12500,0.25000,0.12500",125.81455036036682,2.1,1.2,1.5
5,"2,6,9,11,12","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500",125.89498343424967,2.3,0.9,2.0
5,"5,6,9,12,14","(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",125.89498343424968,2.3,1.1,2.0
5,"2,5,6,8,10","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",126.23042969759193,2.0,0.7,1.8
5,"4,8,11,12,14","(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",126.23042969759193,2.0,1.3,1.8
5,"5,8,9,11,13","(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.25000,0.12500,0.12500,0.25000,0.12500",126.23042969759193,2.0,1.2,1.8
5,"2,9,11,12,15","(2.000,0.000);(2.500,1.000);(2.000,1.500);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",127.05183023475425,2.3,1.2,2.6
5,"3,5,6,9,14","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500",127.05183023475425,2.3,0.8,2.6
5,"4,7,8,10,11","(1.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.12500,0.12500,0.25000",127.59658204629409,1.7,1.1,1.0
5,"7,8,10,11,13","(1.500,1.000);(2.000,1.000);(1.500,1.500);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500",127.59658204629409,1.7,1.4,1.0
5,"4,5,7,8,10","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",127.59658204629413,1.7,0.9,1.0
5,"3,5,6,8,12","(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.18800,0.25000,0.18800,0.12500,0.12500",127.6849832140299,2.3,0.7,1.6
5,"4,7,8,9,11","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.12500,0.25000",128.11797531207966,1.9,1.0,1.2
5,"5,7,8,9,10","(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",128.11797531207966,1.9,1.0,1.2
5,"8,10,11,12,13","(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.12500",128.11797531207966,1.9,1.5,1.2
5,"2,3,6,8,9","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.18800,0.12500,0.12500",128.34220547459915,2.3,0.5,1.3
5,"8,9,12,14,15","(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",128.34220547459915,2.3,1.5,1.3
5,"2,3,6,9,12","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",129.2649215868659,2.4,0.6,1.9
5,"2,3,6,9,10","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.000);(1.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500",129.5005876135915,2.2,0.6,2.5
5,"4,9,12,14,15","(1.500,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",129.5005876135915,2.2,1.4,2.5
5,"5,6,9,12,13","(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500",129.5005876135915,2.2,1.1,2.5
5,"4,5,6,8,10","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",129.8810313773627,1.9,0.8,1.5
5,"4,8,10,11,12","(1.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.12500,0.12500,0.25000,0.12500",129.8810313773627,1.9,1.2,1.5
5,"7,8,9,11,13","(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.12500",129.8810313773627,1.9,1.3,1.5
5,"4,5,9,11,12","(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.25000,0.12500,0.25000,0.12500",130.81310616355012,2.1,1.0,1.7
5,"4,6,8,11,12","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500",130.81310616355012,2.1,1.0,1.7
5,"5,6,8,10,12","(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.25000,0.18800,0.12500,0.12500,0.12500",130.81310616355012,2.1,1.0,1.7
5,"5,6,9,10,11","(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.25000,0.18800,0.12500,0.12500,0.25000",130.81310616355012,2.1,1.0,1.7
5,"8,9,11,13,15","(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",130.81310616355012,2.1,1.5,1.7
5,"8,9,12,13,14","(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",130.81310616355012,2.1,1.5,1.7
5,"4,5,6,8,12","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",131.2957997397569,2.1,0.8,1.5
5,"4,5,6,9,11","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500)","0.12500,0.25000,0.18800,0.12500,0.25000",131.2957997397569,2.1,0.8,1.5
5,"5,9,10,11,12","(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.25000,0.12500,0.12500,0.25000,0.12500",131.2957997397569,2.1,1.2,1.5
5,"6,8,10,11,12","(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.18800,0.12500,0.12500,0.25000,0.12500",131.2957997397569,2.1,1.2,1.5
5,"8,12,13,14,15","(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",131.2957997397569,2.1,1.7,1.5
5,"9,11,13,14,15","(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",131.2957997397569,2.1,1.7,1.5
5,"3,6,8,9,12","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.18800,0.18800,0.12500,0.12500,0.12500",131.40029303105982,2.4,0.8,1.5
5,"2,5,6,8,12","(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500)","0.12500,0.25000,0.18800,0.12500,0.12500",131.4444510278111,2.2,0.7,1.6
5,"2,8,9,12,15","(2.000,0.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",131.6773585870918,2.3,1.1,2.5
5,"3,6,8,9,14","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500",131.6773585870918,2.3,0.9,2.5
5,"10,11,12,13,14","(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500",131.9000657424016,1.9,1.7,1.0
5,"10,11,13,14,15","(1.500,1.500);(2.000,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.18800",131.9000657424016,1.9,1.8,1.0
5,"4,5,7,8,9","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000)","0.12500,0.25000,0.18800,0.12500,0.12500",131.9000657424016,1.9,0.8,1.0
5,"7,8,9,10,11","(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.12500,0.12500,0.25000",131.9000657424016,1.9,1.2,1.0
5,"1,2,3,4,5","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500)","0.18800,0.12500,0.18800,0.12500,0.25000",131.90006574240164,1.9,0.2,1.0
5,"2,3,4,6,8","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000)","0.12500,0.18800,0.12500,0.18800,0.12500",132.64707856035974,2.1,0.4,1.4
5,"2,4,6,8,9","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.12500,0.12500,0.18800,0.12500,0.12500",132.64707856035974,2.1,0.6,1.4
5,"8,10,12,14,15","(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.12500,0.18800",132.64707856035974,2.1,1.6,1.4
5,"8,9,10,12,14","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",132.64707856035974,2.1,1.4,1.4
5,"2,3,4,5,9","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000)","0.12500,0.18800,0.12500,0.25000,0.12500",132.64707856035977,2.1,0.4,1.4
5,"3,4,5,8,9","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.12500,0.25000,0.12500,0.12500",132.64707856035977,2.1,0.6,1.4
5,"8,9,10,11,15","(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.18800",132.64707856035977,2.1,1.4,1.4
5,"9,10,11,14,15","(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.25000,0.12500,0.18800",132.64707856035977,2.1,1.6,1.4
5,"2,6,8,9,10","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.12500,0.18800,0.12500,0.12500,0.12500",132.82906859086705,2.1,0.8,2.0
5,"3,5,8,9,10","(2.500,0.000);(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.25000,0.12500,0.12500,0.12500",132.82906859086705,2.1,0.8,2.0
5,"4,8,9,11,15","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.18800",132.82906859086705,2.1,1.2,2.0
5,"4,8,9,12,14","(1.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.12500,0.12500,0.12500,0.12500",132.82906859086705,2.1,1.2,2.0
5,"5,9,11,12,13","(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.25000,0.12500,0.25000,0.12500,0.12500",132.82906859086705,2.1,1.3,2.0
5,"6,8,11,12,13","(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500",132.82906859086705,2.1,1.3,2.0
