size,group_indices,group_points,diameters,P_fail_lbf,centroid_x,centroid_y,sum_r2
7,"6,7,8,9,12,14,15","(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",232.29717873413117,2.2142857142857144,1.2857142857142858,2.857142857142857
7,"2,3,6,9,12,13,15","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.18800,0.12500,0.12500,0.12500,0.18800",232.3596712042793,2.2857142857142856,1.0,5.428571428571429
7,"2,3,5,9,10,11,12","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.25000,0.12500,0.12500,0.25000,0.12500",232.4134259711957,2.142857142857143,0.8571428571428571,3.7142857142857144
7,"2,3,6,8,10,11,12","(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500)","0.12500,0.18800,0.18800,0.12500,0.12500,0.25000,0.12500",232.4134259711957,2.142857142857143,0.8571428571428571,3.7142857142857144
7,"4,5,6,8,12,14,15","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.12500,0.12500,0.18800",232.4134259711957,2.142857142857143,1.1428571428571428,3.7142857142857144
7,"4,5,6,9,11,14,15","(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.12500,0.25000,0.12500,0.18800",232.4134259711957,2.142857142857143,1.1428571428571428,3.7142857142857144
7,"5,6,8,12,13,14,15","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",232.4134259711957,2.142857142857143,1.3571428571428572,3.7142857142857144
7,"5,6,9,11,13,14,15","(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.25000,0.18800,0.12500,0.25000,0.12500,0.12500,0.18800",232.4134259711957,2.142857142857143,1.3571428571428572,3.7142857142857144
7,"1,4,5,8,9,12,13","(1.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"1,4,6,8,9,11,13","(1.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500,0.25000,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"1,5,6,7,8,12,13","(1.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.25000,0.18800,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"1,5,6,7,9,11,13","(1.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.25000,0.18800,0.18800,0.12500,0.25000,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"1,5,6,8,9,10,13","(1.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.25000,0.18800,0.12500,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"2,4,5,7,9,12,13","(2.000,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"2,4,6,7,8,12,13","(2.000,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.12500,0.12500,0.18800,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"2,4,6,7,9,11,13","(2.000,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.12500,0.12500,0.18800,0.18800,0.12500,0.25000,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"2,4,6,8,9,10,13","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"2,5,6,7,9,10,13","(2.000,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.12500,0.25000,0.18800,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"3,4,5,7,8,12,13","(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"3,4,5,7,9,11,13","(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.25000,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"3,4,5,8,9,10,13","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"3,4,6,7,8,11,13","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500,0.25000,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"3,5,6,7,8,10,13","(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,1.500);(1.500,2.000)","0.18800,0.25000,0.18800,0.18800,0.12500,0.12500,0.12500",232.4262572165912,1.9285714285714286,0.9285714285714286,3.9285714285714284
7,"1,2,3,6,9,12,14","(1.500,0.000);(2.000,0.000);(2.500,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.18800,0.18800,0.12500,0.12500,0.12500",232.4308497915508,2.2142857142857144,0.7142857142857143,4.857142857142857
7,"2,6,9,12,13,14,15","(2.000,0.000);(2.500,0.500);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",232.4308497915508,2.2142857142857144,1.2857142857142858,4.857142857142858
7,"1,2,3,4,6,8,9","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000)","0.18800,0.12500,0.18800,0.12500,0.18800,0.12500,0.12500",232.57185292201444,2.0714285714285716,0.42857142857142855,2.4285714285714284
7,"2,3,4,5,6,8,11","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000,0.18800,0.12500,0.25000",232.57185292201444,2.0714285714285716,0.5714285714285714,2.4285714285714284
7,"2,3,4,6,7,8,9","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000)","0.12500,0.18800,0.12500,0.18800,0.18800,0.12500,0.12500",232.57185292201444,2.0714285714285716,0.5714285714285714,2.4285714285714284
7,"5,8,10,11,12,14,15","(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.25000,0.12500,0.12500,0.25000,0.12500,0.12500,0.18800",232.57185292201444,2.0714285714285716,1.4285714285714286,2.4285714285714284
7,"7,8,9,10,12,14,15","(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.18800,0.12500,0.12500,0.12500,0.12500,0.12500,0.18800",232.57185292201444,2.0714285714285716,1.4285714285714286,2.4285714285714284
7,"2,4,6,8,9,12,15","(2.000,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.12500,0.12500,0.18800,0.12500,0.12500,0.12500,0.18800",232.6015854819677,2.2142857142857144,0.9285714285714286,3.642857142857143
7,"3,4,5,8,9,12,15","(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(2.500,2.000)","0.18800,0.12500,0.25000,0.12500,0.12500,0.12500,0.18800",232.6015854819677,2.2142857142857144,0.9285714285714286,3.642857142857143
7,"3,4,6,8,9,11,15","(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(2.500,2.000)","0.18800,0.12500,0.18800,0.12500,0.12500,0.25000,0.18800",232.6015854819677,2.2142857142857144,0.9285714285714286,3.642857142857143
7,"3,5,8,9,10,12,15","(2.500,0.000);(2.000,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.18800,0.25000,0.12500,0.12500,0.12500,0.12500,0.18800",232.6015854819677,2.2142857142857144,1.0714285714285714,3.642857142857143
7,"3,6,8,9,10,11,15","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.25000,0.18800",232.6015854819677,2.2142857142857144,1.0714285714285714,3.642857142857143
7,"3,6,8,9,10,12,14","(2.500,0.000);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.12500,0.12500",232.6015854819677,2.2142857142857144,1.0714285714285714,3.642857142857143
7,"1,2,5,6,8,12,14","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"1,2,5,6,9,11,14","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.12500,0.25000,0.18800,0.12500,0.25000,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"1,3,5,6,8,11,14","(1.500,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.18800,0.18800,0.25000,0.18800,0.12500,0.25000,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"1,3,6,7,8,9,14","(1.500,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,2.000)","0.18800,0.18800,0.18800,0.18800,0.12500,0.12500,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,3,4,5,8,12,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,3,4,5,9,11,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.25000,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,3,4,6,8,11,14","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.12500,0.18800,0.12500,0.25000,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,3,5,6,7,11,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.18800,0.18800,0.25000,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,3,5,6,8,10,14","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,2.000)","0.12500,0.18800,0.25000,0.18800,0.12500,0.12500,0.12500",232.69355826735142,2.0714285714285716,0.7857142857142857,4.142857142857143
7,"2,4,8,11,12,14,15","(2.000,0.000);(1.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.12500,0.12500,0.25000,0.12500,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,5,7,11,12,14,15","(2.000,0.000);(2.000,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.25000,0.12500,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,5,8,10,12,14,15","(2.000,0.000);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,5,8,11,12,13,15","(2.000,0.000);(2.000,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,5,9,10,11,14,15","(2.000,0.000);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,5,9,11,12,13,14","(2.000,0.000);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500,0.12500,0.12500",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,6,8,10,11,14,15","(2.000,0.000);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,6,8,11,12,13,14","(2.000,0.000);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"2,7,8,9,12,13,15","(2.000,0.000);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",232.69355826735148,2.0714285714285716,1.2142857142857142,4.142857142857143
7,"1,2,3,4,5,7,12","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.500)","0.18800,0.12500,0.18800,0.12500,0.25000,0.18800,0.12500",232.84191247959617,1.9285714285714286,0.5,3.2142857142857144
7,"1,2,3,4,6,7,14","(1.500,0.000);(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,2.000)","0.18800,0.12500,0.18800,0.12500,0.18800,0.18800,0.12500",232.98133964364575,1.9285714285714286,0.5714285714285714,4.428571428571429
7,"2,7,10,12,13,14,15","(2.000,0.000);(1.500,1.000);(1.500,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",232.98133964364575,1.9285714285714286,1.4285714285714286,4.428571428571429
7,"5,7,8,9,10,12,15","(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.500,1.500);(2.500,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",233.10006708792193,2.0714285714285716,1.2142857142857142,2.642857142857143
7,"6,7,8,9,10,11,15","(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,2.000)","0.18800,0.18800,0.12500,0.12500,0.12500,0.25000,0.18800",233.10006708792193,2.0714285714285716,1.2142857142857142,2.642857142857143
7,"3,4,5,7,8,9,12","(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",233.10006708792199,2.0714285714285716,0.7857142857142857,2.642857142857143
7,"3,4,6,7,8,9,11","(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.000,1.500)","0.18800,0.12500,0.18800,0.18800,0.12500,0.12500,0.25000",233.10006708792199,2.0714285714285716,0.7857142857142857,2.642857142857143
7,"1,2,4,5,6,11,13","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.000,0.500);(2.500,0.500);(2.000,1.500);(1.500,2.000)","0.18800,0.12500,0.12500,0.25000,0.18800,0.25000,0.12500",233.13781787748937,1.8571428571428572,0.7142857142857143,4.285714285714286
7,"1,2,4,6,7,9,13","(1.500,0.000);(2.000,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(1.500,2.000)","0.18800,0.12500,0.12500,0.18800,0.18800,0.12500,0.12500",233.13781787748937,1.8571428571428572,0.7142857142857143,4.285714285714286
7,"1,3,4,5,7,9,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.500,1.000);(1.500,2.000)","0.18800,0.18800,0.12500,0.25000,0.18800,0.12500,0.12500",233.13781787748937,1.8571428571428572,0.7142857142857143,4.285714285714286
7,"1,3,4,6,7,8,13","(1.500,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(1.500,2.000)","0.18800,0.18800,0.12500,0.18800,0.18800,0.12500,0.12500",233.13781787748937,1.8571428571428572,0.7142857142857143,4.285714285714286
7,"4,5,7,11,12,14,15","(1.500,0.500);(2.000,0.500);(1.500,1.000);(2.000,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.18800,0.25000,0.12500,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,5,8,10,12,14,15","(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,5,8,11,12,13,15","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,5,8,9,11,13,15","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.18800",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"4,5,8,9,12,13,14","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.12500,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"4,5,9,10,11,14,15","(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,5,9,11,12,13,14","(1.500,0.500);(2.000,0.500);(2.500,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500,0.12500,0.12500",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,6,8,10,11,14,15","(1.500,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,6,8,11,12,13,14","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"4,6,8,9,11,13,14","(1.500,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"4,6,9,10,11,12,13","(1.500,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.25000,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"4,7,8,9,12,13,15","(1.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(2.500,1.500);(1.500,2.000);(2.500,2.000)","0.12500,0.18800,0.12500,0.12500,0.12500,0.12500,0.18800",233.16846464364164,2.0,1.2857142857142858,3.428571428571429
7,"5,6,7,8,11,13,15","(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.000,1.500);(1.500,2.000);(2.500,2.000)","0.25000,0.18800,0.18800,0.12500,0.25000,0.12500,0.18800",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"5,6,7,8,12,13,14","(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.18800,0.18800,0.12500,0.12500,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"5,6,7,9,11,13,14","(2.000,0.500);(2.500,0.500);(1.500,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.18800,0.18800,0.12500,0.25000,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"5,6,8,9,10,13,14","(2.000,0.500);(2.500,0.500);(2.000,1.000);(2.500,1.000);(1.500,1.500);(1.500,2.000);(2.000,2.000)","0.25000,0.18800,0.12500,0.12500,0.12500,0.12500,0.12500",233.16846464364164,2.0,1.2142857142857142,3.428571428571429
7,"1,2,5,6,8,10,12","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.12500",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"1,2,5,6,9,10,11","(1.500,0.000);(2.000,0.000);(2.000,0.500);(2.500,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.12500,0.25000,0.18800,0.12500,0.12500,0.25000",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"1,3,5,6,8,10,11","(1.500,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.18800,0.18800,0.25000,0.18800,0.12500,0.12500,0.25000",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"1,3,6,7,8,9,10","(1.500,0.000);(2.500,0.000);(2.500,0.500);(1.500,1.000);(2.000,1.000);(2.500,1.000);(1.500,1.500)","0.18800,0.18800,0.18800,0.18800,0.12500,0.12500,0.12500",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"2,3,4,5,8,10,12","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.500,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.12500",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"2,3,4,5,9,10,11","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.12500,0.25000,0.12500,0.12500,0.25000",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"2,3,4,6,8,10,11","(2.000,0.000);(2.500,0.000);(1.500,0.500);(2.500,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.12500,0.18800,0.12500,0.12500,0.25000",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"2,3,5,6,7,10,11","(2.000,0.000);(2.500,0.000);(2.000,0.500);(2.500,0.500);(1.500,1.000);(1.500,1.500);(2.000,1.500)","0.12500,0.18800,0.25000,0.18800,0.18800,0.12500,0.25000",233.1684646436417,2.0,0.7142857142857143,3.4285714285714284
7,"4,5,8,10,11,14,15","(1.500,0.500);(2.000,0.500);(2.000,1.000);(1.500,1.500);(2.000,1.500);(2.000,2.000);(2.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.18800",233.66963033611862,1.9285714285714286,1.2857142857142858,3.142857142857143
7,"4,5,8,11,12,13,14","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.000,1.500);(2.500,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.25000,0.12500,0.12500,0.12500",233.66963033611862,1.9285714285714286,1.2857142857142858,3.142857142857143
7,"4,5,8,9,11,13,14","(1.500,0.500);(2.000,0.500);(2.000,1.000);(2.500,1.000);(2.000,1.500);(1.500,2.000);(2.000,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.12500",233.66963033611862,1.9285714285714286,1.2142857142857142,3.142857142857143
7,"4,5,9,10,11,12,13","(1.500,0.500);(2.000,0.500);(2.500,1.000);(1.500,1.500);(2.000,1.500);(2.500,1.500);(1.500,2.000)","0.12500,0.25000,0.12500,0.12500,0.25000,0.12500,0.12500",233.66963033611862,1.9285714285714286,1.2142857142857142,3.142857142857143
